Yaw;Pitch;Roll;Latitude;Longitude;Altitude;Velocity Body X ;Velocity Body Y;Angular Rate Z;Temperature;pH;Pressure;Depth;Actual Conductivity;Resistivity;Salinity;ORP;Dissolved Oxygen Concentration;Time
-88.771;4.195;2.164;-16.38810778;-72.19470709;1378.865;0.000855278;-0.00850048;-0.015142;0;0;0;0;0;0;0;0;0;0
-89.024;4.309;2.422;-16.38810761;-72.19470698;1378.856;-0.000191494;0.008556795;-0.01284;0;0;0;0;0;0;0;0;0;0.333333333
-89.295;4.624;2.516;-16.38810759;-72.19470697;1378.874;0.006192426;-0.008330572;-0.019755;0;0;0;0;0;0;0;0;0;0.666666667
-89.658;4.763;2.307;-16.38810764;-72.19470693;1378.852;0.008125926;-0.017085898;-0.01969;0;0;0;0;0;0;0;0;0;1
-89.997;4.601;2.273;-16.3881077;-72.19470694;1378.841;0.009143126;-0.00404313;-0.018096;0;0;0;0;0;0;0;0;0;1.333333333
-90.282;4.505;2.45;-16.38810749;-72.19470694;1378.824;0.00852892;0.012067865;-0.014907;0;0;0;0;0;0;0;0;0;1.666666667
-90.601;4.442;2.516;-16.38810752;-72.19470695;1378.821;0.012479183;-0.004258576;-0.021352;0;0;0;0;0;0;0;0;0;2
-91.027;4.172;2.346;-16.38810751;-72.19470692;1378.817;0.019347067;-0.009308617;-0.029028;0;0;0;0;0;0;0;0;0;2.333333333
-91.512;4.143;2.241;-16.38810744;-72.19470696;1378.826;0.016218783;0.006497942;-0.025139;0;0;0;0;0;0;0;0;0;2.666666667
-91.926;4.512;2.507;-16.38810744;-72.19470692;1378.831;0.0129557;0.012428577;-0.024388;0;0;0;0;0;0;0;0;0;3
-92.294;4.72;2.636;-16.38810745;-72.1947069;1378.819;0.010558113;-0.007325388;-0.024938;0;0;0;0;0;0;0;0;0;3.333333333
-92.78;4.559;2.275;-16.38810752;-72.19470684;1378.788;0.002394413;-0.015799217;-0.025953;0;0;0;0;0;0;0;0;0;3.666666667
-93.1;4.373;2.177;-16.38810762;-72.19470671;1378.782;-0.007386153;-0.00281689;-0.01294;0;0;0;0;0;0;0;0;0;4
-93.323;4.097;2.455;-16.38810747;-72.19470666;1378.763;-0.002357924;-0.001521927;-0.013916;0;0;0;0;0;0;0;0;0;4.333333333
-93.715;4.004;2.39;-16.38810755;-72.19470669;1378.756;-0.002774002;-0.017644913;-0.028593;0;0;0;0;0;0;0;0;0;4.666666667
-94.059;4.534;2.463;-16.38810757;-72.19470665;1378.757;-0.006095019;-0.001255703;-0.01147;0;0;0;0;0;0;0;0;0;5
-94.158;4.84;2.582;-16.38810755;-72.19470657;1378.755;-0.012515887;-0.011387048;-0.006924;0;0;0;0;0;0;0;0;0;5.333333333
-94.332;4.628;2.2;-16.38810773;-72.19470654;1378.755;-0.017069223;-0.03034633;-0.011312;0;0;0;0;0;0;0;0;0;5.666666667
-94.421;4.417;2.152;-16.38810778;-72.19470651;1378.767;-0.025671821;-0.013439088;0.000135;0;0;0;0;0;0;0;0;0;6
-94.441;4.343;2.559;-16.38810768;-72.19470639;1378.767;-0.02746464;-0.011411676;-0.005234;0;0;0;0;0;0;0;0;0;6.333333333
-94.591;4.366;2.473;-16.38810768;-72.19470627;1378.764;-0.025936944;-0.023699967;-0.011584;0;0;0;0;0;0;0;0;0;6.666666667
-94.767;4.378;2.39;-16.38810778;-72.19470611;1378.745;-0.020307663;-0.019201254;-0.006815;0;0;0;0;0;0;0;0;0;7
-94.843;4.328;2.58;-16.38810766;-72.19470611;1378.738;-0.013176825;-0.001398004;-0.00495;0;0;0;0;0;0;0;0;0;7.333333333
-94.973;4.411;2.446;-16.38810759;-72.19470601;1378.733;-0.014588805;-0.009429349;-0.00957;0;0;0;0;0;0;0;0;0;7.666666667
-95.123;4.593;2.264;-16.38810767;-72.19470599;1378.731;-0.010686984;-0.012384642;-0.006012;0;0;0;0;0;0;0;0;0;8
-95.216;4.507;2.269;-16.38810763;-72.19470596;1378.738;-0.002915035;-0.008143694;-0.007923;0;0;0;0;0;0;0;0;0;8.333333333
-95.37;4.304;2.306;-16.38810759;-72.19470592;1378.747;-0.00297816;-0.007212058;-0.009574;0;0;0;0;0;0;0;0;0;8.666666667
-95.579;4.349;2.519;-16.3881075;-72.1947059;1378.751;0.001372898;-0.003079298;-0.016168;0;0;0;0;0;0;0;0;0;9
-95.844;4.413;2.678;-16.38810749;-72.19470594;1378.758;0.012965321;-0.005451181;-0.016597;0;0;0;0;0;0;0;0;0;9.333333333
-96.139;4.248;2.467;-16.3881074;-72.19470594;1378.748;0.023355437;-0.003813759;-0.01396;0;0;0;0;0;0;0;0;0;9.666666667
-96.336;4.227;2.324;-16.38810742;-72.19470599;1378.745;0.024791826;0.001785514;-0.012897;0;0;0;0;0;0;0;0;0;10
-96.588;4.498;2.333;-16.38810743;-72.19470598;1378.731;0.025473612;-0.001484555;-0.015838;0;0;0;0;0;0;0;0;0;10.33333333
-96.886;4.56;2.292;-16.38810744;-72.19470598;1378.726;0.024631957;-0.004631569;-0.018769;0;0;0;0;0;0;0;0;0;10.66666667
-97.177;4.43;2.398;-16.38810737;-72.19470601;1378.717;0.022813872;0.001325224;-0.014958;0;0;0;0;0;0;0;0;0;11
-97.508;4.344;2.461;-16.38810743;-72.19470601;1378.712;0.020362953;-0.016232559;-0.023815;0;0;0;0;0;0;0;0;0;11.33333333
-97.849;4.4;2.337;-16.38810734;-72.19470601;1378.721;0.020105235;-0.00672177;-0.015236;0;0;0;0;0;0;0;0;0;11.66666667
-98.12;4.497;2.343;-16.38810736;-72.19470612;1378.732;0.023170474;-0.001902574;-0.015353;0;0;0;0;0;0;0;0;0;12
-98.361;4.544;2.419;-16.38810722;-72.19470612;1378.731;0.01719449;0.006181425;-0.012296;0;0;0;0;0;0;0;0;0;12.33333333
-98.539;4.528;2.35;-16.38810725;-72.19470608;1378.732;0.011517136;-0.00364915;-0.007962;0;0;0;0;0;0;0;0;0;12.66666667
-98.66;4.47;2.258;-16.3881073;-72.19470606;1378.724;0.008673197;-0.007763608;-0.007539;0;0;0;0;0;0;0;0;0;13
-98.865;4.455;2.263;-16.38810733;-72.19470607;1378.716;0.010435308;-0.004583364;-0.014005;0;0;0;0;0;0;0;0;0;13.33333333
-99.069;4.464;2.354;-16.3881073;-72.19470609;1378.701;0.014588699;0.001146595;-0.009592;0;0;0;0;0;0;0;0;0;13.66666667
-99.148;4.49;2.492;-16.38810718;-72.19470613;1378.721;0.013453072;0.001935183;-0.001413;0;0;0;0;0;0;0;0;0;14
-99.168;4.563;2.313;-16.38810724;-72.19470603;1378.721;0.00738498;-0.005867989;-0.002369;0;0;0;0;0;0;0;0;0;14.33333333
-99.188;4.626;2.165;-16.38810722;-72.19470603;1378.723;-0.000778575;-0.003325711;0.001128;0;0;0;0;0;0;0;0;0;14.66666667
-99.058;4.76;2.308;-16.38810712;-72.19470602;1378.733;-0.005685663;0.012585289;0.013463;0;0;0;0;0;0;0;0;0;15
-98.866;4.68;2.428;-16.38810705;-72.19470603;1378.737;-0.003122476;0.006871956;0.006922;0;0;0;0;0;0;0;0;0;15.33333333
-98.809;4.378;2.321;-16.38810701;-72.19470598;1378.724;-0.004766883;-0.00154212;0.002648;0;0;0;0;0;0;0;0;0;15.66666667
-98.778;4.306;2.317;-16.38810698;-72.19470594;1378.723;-0.003819323;0.006775368;-0.000194;0;0;0;0;0;0;0;0;0;16
-98.74;4.44;2.381;-16.38810695;-72.19470588;1378.714;-0.001016143;0.012545315;0.003556;0;0;0;0;0;0;0;0;0;16.33333333
-98.667;4.586;2.422;-16.38810692;-72.19470581;1378.708;-0.003483676;0.004591435;0.004812;0;0;0;0;0;0;0;0;0;16.66666667
-98.53;4.545;2.293;-16.38810677;-72.19470584;1378.7;0.003248328;0.004873922;0.010207;0;0;0;0;0;0;0;0;0;17
-98.433;4.408;2.194;-16.38810673;-72.19470586;1378.716;0.004111876;0.011499952;0.002483;0;0;0;0;0;0;0;0;0;17.33333333
-98.371;4.463;2.287;-16.38810656;-72.19470581;1378.733;-0.002711444;0.019925359;0.003357;0;0;0;0;0;0;0;0;0;17.66666667
-98.311;4.587;2.45;-16.3881065;-72.1947058;1378.743;-0.001426292;0.019897875;0.003214;0;0;0;0;0;0;0;0;0;18
-98.227;4.602;2.493;-16.38810645;-72.19470575;1378.758;-0.000374368;0.013870236;0.006317;0;0;0;0;0;0;0;0;0;18.33333333
-98.174;4.349;2.362;-16.3881064;-72.19470572;1378.773;0.003009254;0.004287913;0.002337;0;0;0;0;0;0;0;0;0;18.66666667
-98.153;4.268;2.22;-16.38810645;-72.19470586;1378.763;0.012473422;0.007159373;0.001468;0;0;0;0;0;0;0;0;0;19
-98.114;4.45;2.301;-16.38810643;-72.19470587;1378.769;0.012827682;0.009467303;0.000244;0;0;0;0;0;0;0;0;0;19.33333333
-98.139;4.557;2.467;-16.38810629;-72.19470582;1378.763;0.013692886;0.012129053;0.000606;0;0;0;0;0;0;0;0;0;19.66666667
-98.158;4.559;2.388;-16.38810631;-72.19470582;1378.758;0.004991838;-0.002455687;-0.002788;0;0;0;0;0;0;0;0;0;20
-98.214;4.649;2.231;-16.38810627;-72.1947058;1378.777;0.001152177;0.004050293;-0.001014;0;0;0;0;0;0;0;0;0;20.33333333
-98.263;4.607;2.314;-16.38810617;-72.19470589;1378.843;0.005100809;0.010090694;-0.00385;0;0;0;0;0;0;0;0;0;20.66666667
-98.365;4.435;2.302;-16.38810605;-72.1947059;1378.886;0.004340706;0.003635568;-0.008368;0;0;0;0;0;0;0;0;0;21
-98.515;4.408;2.229;-16.38810606;-72.19470597;1378.895;0.006747621;0.004668998;-0.007609;0;0;0;0;0;0;0;0;0;21.33333333
-98.61;4.493;2.373;-16.3881061;-72.1947058;1378.89;0.002252858;0.006082961;-0.00726;0;0;0;0;0;0;0;0;0;21.66666667
-98.714;4.492;2.606;-16.3881061;-72.19470574;1378.882;0.003984867;0.008138926;-0.004882;0;0;0;0;0;0;0;0;0;22
-98.874;4.435;2.591;-16.38810617;-72.19470562;1378.875;-0.003418305;-0.005820107;-0.013928;0;0;0;0;0;0;0;0;0;22.33333333
-99.096;4.565;2.34;-16.38810618;-72.19470561;1378.889;-0.005988614;-0.000201624;-0.009937;0;0;0;0;0;0;0;0;0;22.66666667
-99.188;4.637;2.148;-16.38810612;-72.19470559;1378.916;-0.004420598;0.008376266;-0.001524;0;0;0;0;0;0;0;0;0;23
-99.27;4.533;2.128;-16.38810612;-72.19470548;1378.909;-0.006221192;0.001558707;-0.008163;0;0;0;0;0;0;0;0;0;23.33333333
-99.456;4.336;2.231;-16.38810621;-72.19470534;1378.883;-0.010316899;-0.001637763;-0.008759;0;0;0;0;0;0;0;0;0;23.66666667
-99.535;4.531;2.426;-16.38810614;-72.19470521;1378.885;-0.023384385;-0.001068525;-0.001968;0;0;0;0;0;0;0;0;0;24
-99.599;4.758;2.451;-16.38810599;-72.19470522;1378.885;-0.016029002;-0.000317009;-0.006285;0;0;0;0;0;0;0;0;0;24.33333333
-99.731;4.454;2.284;-16.38810598;-72.19470517;1378.903;-0.010728747;-0.005077929;-0.006013;0;0;0;0;0;0;0;0;0;24.66666667
-99.841;4.307;2.127;-16.38810597;-72.19470511;1378.923;-0.020159721;-0.003392595;-0.007622;0;0;0;0;0;0;0;0;0;25
-99.935;4.559;2.14;-16.38810581;-72.19470496;1378.932;-0.02376254;0.006991631;-0.002506;0;0;0;0;0;0;0;0;0;25.33333333
-99.951;4.695;2.314;-16.38810585;-72.19470482;1378.947;-0.02513409;0.006021843;0.002212;0;0;0;0;0;0;0;0;0;25.66666667
-99.905;4.528;2.507;-16.38810581;-72.19470476;1378.958;-0.02069431;0.000257163;0.000587;0;0;0;0;0;0;0;0;0;26
-99.985;4.375;2.516;-16.38810577;-72.1947047;1378.988;-0.021440981;0.008545107;-0.003835;0;0;0;0;0;0;0;0;0;26.33333333
-100.004;4.502;2.492;-16.38810571;-72.19470464;1379.008;-0.02683875;0.010664708;-0.000864;0;0;0;0;0;0;0;0;0;26.66666667
-100.032;4.651;2.265;-16.38810574;-72.19470453;1379.037;-0.023350828;0.002430788;-0.003419;0;0;0;0;0;0;0;0;0;27
-100.039;4.579;2.039;-16.38810573;-72.19470448;1379.055;-0.026051054;0.012241796;0.001916;0;0;0;0;0;0;0;0;0;27.33333333
-100.016;4.579;2.189;-16.38810575;-72.19470437;1379.069;-0.035171926;0.008870019;-0.000014;0;0;0;0;0;0;0;0;0;27.66666667
-99.997;4.589;2.454;-16.38810574;-72.19470418;1379.071;-0.051286679;-0.00244781;0.001453;0;0;0;0;0;0;0;0;0;28
-99.989;4.493;2.481;-16.38810579;-72.19470395;1379.057;-0.062765269;-0.018654111;-0.00008;0;0;0;0;0;0;0;0;0;28.33333333
-100.001;4.253;2.574;-16.38810586;-72.19470375;1379.053;-0.072640126;-0.023980425;0.002271;0;0;0;0;0;0;0;0;0;28.66666667
-99.973;4.139;2.613;-16.38810577;-72.19470349;1379.06;-0.090737772;-0.02003992;0.001843;0;0;0;0;0;0;0;0;0;29
-99.832;4.358;2.651;-16.3881058;-72.19470312;1379.058;-0.118028666;-0.019593746;0.010528;0;0;0;0;0;0;0;0;0;29.33333333
-99.692;4.445;2.691;-16.3881058;-72.19470289;1379.083;-0.12218993;-0.026808781;0.00566;0;0;0;0;0;0;0;0;0;29.66666667
-99.532;4.37;2.512;-16.38810576;-72.19470249;1379.11;-0.141981671;-0.035751468;0.013851;0;0;0;0;0;0;0;0;0;30
-99.286;4.422;2.351;-16.38810589;-72.19470208;1379.124;-0.147646557;-0.046532253;0.010225;0;0;0;0;0;0;0;0;0;30.33333333
-99.241;4.313;2.467;-16.38810594;-72.1947016;1379.144;-0.1510769;-0.06079285;-0.001814;0;0;0;0;0;0;0;0;0;30.66666667
-99.284;4.215;2.589;-16.38810603;-72.19470112;1379.125;-0.168369986;-0.066023853;-0.002274;0;0;0;0;0;0;0;0;0;31
-99.237;4.375;2.755;-16.38810617;-72.19470063;1379.123;-0.18372396;-0.075837955;0.005826;0;0;0;0;0;0;0;0;0;31.33333333
-99.174;4.382;2.727;-16.38810642;-72.19470008;1379.098;-0.186511015;-0.098074472;-0.002465;0;0;0;0;0;0;0;0;0;31.66666667
-99.321;4.187;2.405;-16.3881066;-72.19469954;1379.093;-0.181069953;-0.107509438;-0.010696;0;0;0;0;0;0;0;0;0;32
-99.452;4.194;2.277;-16.38810686;-72.19469899;1379.088;-0.182003757;-0.107720434;-0.009209;0;0;0;0;0;0;0;0;0;32.33333333
-99.764;4.426;2.352;-16.38810705;-72.19469847;1379.091;-0.167495681;-0.108865835;-0.027574;0;0;0;0;0;0;0;0;0;32.66666667
-100.381;4.421;2.414;-16.38810731;-72.194698;1379.124;-0.142964618;-0.111580009;-0.040147;0;0;0;0;0;0;0;0;0;33
-101.03;4.266;2.622;-16.38810751;-72.19469761;1379.141;-0.126193369;-0.100765444;-0.034922;0;0;0;0;0;0;0;0;0;33.33333333
-101.704;4.273;2.8;-16.38810765;-72.19469719;1379.168;-0.118953002;-0.095401405;-0.043588;0;0;0;0;0;0;0;0;0;33.66666667
-102.552;4.326;2.718;-16.38810781;-72.1946968;1379.183;-0.110856414;-0.095494892;-0.046567;0;0;0;0;0;0;0;0;0;34
-103.117;4.339;2.715;-16.38810794;-72.19469642;1379.19;-0.105333612;-0.078659321;-0.022985;0;0;0;0;0;0;0;0;0;34.33333333
-103.552;4.374;2.558;-16.3881081;-72.19469603;1379.185;-0.083196989;-0.086678738;-0.030057;0;0;0;0;0;0;0;0;0;34.66666667
-104.015;4.281;2.37;-16.38810843;-72.19469563;1379.172;-0.048660015;-0.094388347;-0.020754;0;0;0;0;0;0;0;0;0;35
-104.368;4.093;2.673;-16.38810862;-72.19469553;1379.175;-0.010115286;-0.084500877;-0.014341;0;0;0;0;0;0;0;0;0;35.33333333
-104.587;4.348;2.85;-16.38810883;-72.19469547;1379.177;0.013411372;-0.103891199;-0.019504;0;0;0;0;0;0;0;0;0;35.66666667
-105.058;4.541;2.671;-16.38810918;-72.19469554;1379.192;0.04068784;-0.1162938;-0.028851;0;0;0;0;0;0;0;0;0;36
-105.393;4.229;2.695;-16.38810944;-72.19469565;1379.2;0.050684932;-0.09789613;-0.017086;0;0;0;0;0;0;0;0;0;36.33333333
-105.677;3.954;2.706;-16.38810972;-72.19469565;1379.195;0.029371906;-0.096028277;-0.009613;0;0;0;0;0;0;0;0;0;36.66666667
-105.709;4.257;2.971;-16.3881099;-72.19469567;1379.191;0.011772356;-0.080690215;0.001632;0;0;0;0;0;0;0;0;0;37
-105.624;4.57;2.998;-16.3881102;-72.1946956;1379.204;0.016182164;-0.096087667;0.00715;0;0;0;0;0;0;0;0;0;37.33333333
-105.35;4.394;2.4;-16.38811062;-72.19469561;1379.193;0.019185512;-0.086439976;0.02723;0;0;0;0;0;0;0;0;0;37.66666667
-104.805;4.212;2.381;-16.38811075;-72.19469558;1379.191;0.00460354;-0.052511464;0.033703;0;0;0;0;0;0;0;0;0;38
-104.222;4.42;2.508;-16.38811065;-72.19469564;1379.204;-0.001524727;-0.038495184;0.035408;0;0;0;0;0;0;0;0;0;38.33333333
-103.589;4.587;2.545;-16.3881109;-72.19469556;1379.211;-0.003640077;-0.0423847;0.035565;0;0;0;0;0;0;0;0;0;38.66666667
-102.966;4.462;3.022;-16.38811093;-72.19469555;1379.208;-0.009299973;-0.03010098;0.036014;0;0;0;0;0;0;0;0;0;39
-102.435;4.423;2.927;-16.38811092;-72.19469547;1379.213;-0.016216907;-0.053418479;0.019833;0;0;0;0;0;0;0;0;0;39.33333333
-102.07;4.352;2.498;-16.3881111;-72.19469554;1379.235;-0.014936019;-0.043271066;0.02451;0;0;0;0;0;0;0;0;0;39.66666667
-101.683;4.248;2.761;-16.38811114;-72.19469537;1379.239;-0.01605327;-0.032574488;0.017133;0;0;0;0;0;0;0;0;0;40
-101.453;4.183;2.753;-16.38811126;-72.19469531;1379.249;-0.011778196;-0.048142979;0.010164;0;0;0;0;0;0;0;0;0;40.33333333
-101.38;4.202;2.844;-16.38811135;-72.19469524;1379.256;-0.014448363;-0.043034202;-0.002611;0;0;0;0;0;0;0;0;0;40.66666667
-101.455;4.328;2.923;-16.38811142;-72.19469521;1379.259;-0.015922111;-0.043742539;-0.004715;0;0;0;0;0;0;0;0;0;41
-101.48;4.49;2.715;-16.38811149;-72.19469518;1379.272;-0.025002215;-0.048552523;-0.00084;0;0;0;0;0;0;0;0;0;41.33333333
-101.475;4.675;2.472;-16.38811156;-72.19469515;1379.288;-0.026241605;-0.045907263;0.001685;0;0;0;0;0;0;0;0;0;41.66666667
-101.453;4.598;2.375;-16.38811167;-72.19469503;1379.292;-0.029193841;-0.047346113;-0.004246;0;0;0;0;0;0;0;0;0;42
-101.569;4.517;2.183;-16.38811182;-72.19469491;1379.318;-0.03395271;-0.046603204;-0.003528;0;0;0;0;0;0;0;0;0;42.33333333
-101.609;4.454;2.486;-16.38811189;-72.19469483;1379.334;-0.030204301;-0.038345517;-0.005163;0;0;0;0;0;0;0;0;0;42.66666667
-101.802;4.42;2.688;-16.38811189;-72.19469466;1379.355;-0.033527241;-0.051443136;-0.016829;0;0;0;0;0;0;0;0;0;43
-102.137;4.6;2.396;-16.38811216;-72.19469457;1379.36;-0.031642036;-0.075191386;-0.020736;0;0;0;0;0;0;0;0;0;43.33333333
-102.419;4.604;2.369;-16.38811231;-72.19469446;1379.354;-0.034177816;-0.071977082;-0.014626;0;0;0;0;0;0;0;0;0;43.66666667
-102.755;4.381;2.497;-16.38811247;-72.19469429;1379.358;-0.037390561;-0.076542387;-0.022753;0;0;0;0;0;0;0;0;0;44
-103.156;4.264;2.637;-16.38811261;-72.19469414;1379.365;-0.047169219;-0.083897017;-0.022453;0;0;0;0;0;0;0;0;0;44.33333333
-103.512;4.349;2.772;-16.38811281;-72.19469397;1379.371;-0.051438785;-0.087935956;-0.0189;0;0;0;0;0;0;0;0;0;44.66666667
-103.882;4.434;2.703;-16.38811291;-72.19469383;1379.4;-0.054039103;-0.087166305;-0.025256;0;0;0;0;0;0;0;0;0;45
-104.223;4.411;2.377;-16.38811312;-72.19469358;1379.429;-0.073741233;-0.097502523;-0.01238;0;0;0;0;0;0;0;0;0;45.33333333
-104.402;4.622;2.333;-16.38811319;-72.19469328;1379.47;-0.092569073;-0.081394304;-0.009222;0;0;0;0;0;0;0;0;0;45.66666667
-104.543;4.719;2.457;-16.38811328;-72.19469296;1379.475;-0.091281893;-0.087277643;-0.009485;0;0;0;0;0;0;0;0;0;46
-104.811;4.512;2.203;-16.38811358;-72.1946927;1379.485;-0.086175276;-0.103354627;-0.019973;0;0;0;0;0;0;0;0;0;46.33333333
-105.069;4.357;2.262;-16.38811372;-72.19469246;1379.49;-0.09046861;-0.081702385;-0.009269;0;0;0;0;0;0;0;0;0;46.66666667
-105.292;4.504;2.408;-16.38811384;-72.19469215;1379.482;-0.087516684;-0.087611142;-0.017936;0;0;0;0;0;0;0;0;0;47
-105.565;4.64;2.37;-16.38811408;-72.19469188;1379.51;-0.075678431;-0.090251816;-0.015522;0;0;0;0;0;0;0;0;0;47.33333333
-105.922;4.627;2.541;-16.38811428;-72.19469157;1379.516;-0.070655051;-0.086148897;-0.022638;0;0;0;0;0;0;0;0;0;47.66666667
-106.3;4.711;2.673;-16.38811442;-72.19469133;1379.518;-0.067252339;-0.080164669;-0.024931;0;0;0;0;0;0;0;0;0;48
-106.831;4.707;2.627;-16.38811462;-72.1946911;1379.538;-0.053780033;-0.089198681;-0.035793;0;0;0;0;0;0;0;0;0;48.33333333
-107.556;4.426;2.583;-16.38811479;-72.19469093;1379.567;-0.041293431;-0.084686845;-0.045417;0;0;0;0;0;0;0;0;0;48.66666667
-108.277;4.394;2.606;-16.38811491;-72.19469071;1379.579;-0.044706507;-0.069538451;-0.039244;0;0;0;0;0;0;0;0;0;49
-109.008;4.633;2.61;-16.38811507;-72.1946904;1379.588;-0.043395529;-0.080691242;-0.044098;0;0;0;0;0;0;0;0;0;49.33333333
-109.85;4.58;2.3;-16.38811524;-72.1946902;1379.597;-0.042853313;-0.094043081;-0.053439;0;0;0;0;0;0;0;0;0;49.66666667
-110.695;4.561;1.969;-16.38811542;-72.19468998;1379.597;-0.059567461;-0.07167425;-0.033374;0;0;0;0;0;0;0;0;0;50
-111.019;4.67;2.573;-16.3881154;-72.19468984;1379.586;-0.077600503;-0.03169864;-0.011302;0;0;0;0;0;0;0;0;0;50.33333333
-111.275;4.433;3.109;-16.38811544;-72.1946896;1379.608;-0.079714711;-0.060379237;-0.018463;0;0;0;0;0;0;0;0;0;50.66666667
-111.567;3.943;2.833;-16.38811552;-72.19468939;1379.63;-0.089624811;-0.057097689;-0.006874;0;0;0;0;0;0;0;0;0;51
-111.567;4.112;2.512;-16.38811549;-72.194689;1379.629;-0.107838168;-0.034109527;0.002086;0;0;0;0;0;0;0;0;0;51.33333333
-111.447;4.623;2.552;-16.38811531;-72.19468882;1379.656;-0.100972069;-0.009207724;0.010802;0;0;0;0;0;0;0;0;0;51.66666667
-111.203;4.524;2.583;-16.38811524;-72.1946886;1379.679;-0.088248501;-0.012631939;0.016041;0;0;0;0;0;0;0;0;0;52
-110.993;4.201;2.418;-16.38811517;-72.19468843;1379.677;-0.092268011;-0.020464946;0.009395;0;0;0;0;0;0;0;0;0;52.33333333
-110.871;4.653;2.23;-16.38811507;-72.19468817;1379.688;-0.103586414;-0.008136201;0.00551;0;0;0;0;0;0;0;0;0;52.66666667
-110.75;4.981;2.357;-16.38811504;-72.19468784;1379.681;-0.097498961;-0.008268695;0.008167;0;0;0;0;0;0;0;0;0;53
-110.628;4.395;2.477;-16.38811498;-72.19468759;1379.678;-0.091240201;-0.022558195;0.003622;0;0;0;0;0;0;0;0;0;53.33333333
-110.694;4.023;2.417;-16.38811492;-72.19468739;1379.679;-0.091110791;-0.030742134;-0.009415;0;0;0;0;0;0;0;0;0;53.66666667
-110.823;4.375;2.523;-16.38811488;-72.19468716;1379.711;-0.084245015;-0.02093725;-0.005078;0;0;0;0;0;0;0;0;0;54
-110.9;4.626;2.619;-16.38811484;-72.19468682;1379.763;-0.07168492;-0.037414017;-0.005576;0;0;0;0;0;0;0;0;0;54.33333333
-111.03;4.118;2.597;-16.38811482;-72.19468672;1379.794;-0.045537555;-0.019901762;-0.005792;0;0;0;0;0;0;0;0;0;54.66666667
-111.168;4.04;2.824;-16.38811479;-72.19468662;1379.817;-0.045404773;-0.004387206;-0.005512;0;0;0;0;0;0;0;0;0;55
-111.129;4.578;3.044;-16.38811474;-72.19468647;1379.847;-0.036149249;0.001815181;0.005313;0;0;0;0;0;0;0;0;0;55.33333333
-111.055;4.659;2.748;-16.3881147;-72.19468647;1379.852;-0.014745215;-0.001749432;0.002341;0;0;0;0;0;0;0;0;0;55.66666667
-111.026;4.21;2.418;-16.38811471;-72.19468648;1379.845;-0.00399901;0.011398074;0.002556;0;0;0;0;0;0;0;0;0;56
-110.972;4.221;2.452;-16.38811468;-72.19468646;1379.823;-0.011979235;0.016413277;0.005697;0;0;0;0;0;0;0;0;0;56.33333333
-110.931;4.783;2.311;-16.38811471;-72.19468641;1379.809;-0.010648565;-0.006237409;-0.003948;0;0;0;0;0;0;0;0;0;56.66666667
-111.04;4.815;2.132;-16.38811491;-72.19468629;1379.756;-0.002028138;-0.021525154;-0.005929;0;0;0;0;0;0;0;0;0;57
-111.156;4.376;2.196;-16.38811491;-72.19468628;1379.752;-0.006906314;-0.012495044;-0.005744;0;0;0;0;0;0;0;0;0;57.33333333
-111.298;4.36;2.506;-16.38811486;-72.19468636;1379.758;-0.010766762;-0.004787127;-0.0084;0;0;0;0;0;0;0;0;0;57.66666667
-111.444;4.461;2.9;-16.38811477;-72.19468641;1379.774;0.005910411;-0.013796538;-0.010997;0;0;0;0;0;0;0;0;0;58
-111.73;4.304;2.654;-16.38811476;-72.19468653;1379.793;0.020806672;-0.026942339;-0.017506;0;0;0;0;0;0;0;0;0;58.33333333
-111.993;4.295;2.346;-16.38811497;-72.19468671;1379.798;0.035325525;-0.012948915;-0.013491;0;0;0;0;0;0;0;0;0;58.66666667
-112.274;4.486;2.562;-16.38811484;-72.19468682;1379.805;0.039183309;0.001652077;-0.01925;0;0;0;0;0;0;0;0;0;59
-112.542;4.583;2.656;-16.38811481;-72.19468697;1379.816;0.047115849;0.000839171;-0.014997;0;0;0;0;0;0;0;0;0;59.33333333
-112.848;4.464;2.411;-16.38811484;-72.19468713;1379.829;0.052090756;-0.016797198;-0.021105;0;0;0;0;0;0;0;0;0;59.66666667
-113.275;4.406;2.264;-16.38811492;-72.19468733;1379.842;0.054766642;-0.014374353;-0.028466;0;0;0;0;0;0;0;0;0;60
-113.784;4.485;2.254;-16.38811497;-72.19468751;1379.843;0.060322203;-0.015290185;-0.026269;0;0;0;0;0;0;0;0;0;60.33333333
-114.219;4.487;2.341;-16.38811503;-72.19468767;1379.858;0.059840898;-0.021437756;-0.027844;0;0;0;0;0;0;0;0;0;60.66666667
-114.789;4.553;2.393;-16.38811528;-72.19468783;1379.866;0.059985622;-0.040582282;-0.038571;0;0;0;0;0;0;0;0;0;61
-115.527;4.595;2.293;-16.38811536;-72.19468788;1379.88;0.058269994;-0.047188599;-0.047361;0;0;0;0;0;0;0;0;0;61.33333333
-116.343;4.485;2.297;-16.38811558;-72.19468804;1379.888;0.059692288;-0.043030351;-0.048968;0;0;0;0;0;0;0;0;0;61.66666667
-117.225;4.453;2.393;-16.38811562;-72.19468817;1379.898;0.053841497;-0.049112738;-0.054331;0;0;0;0;0;0;0;0;0;62
-118.121;4.602;2.136;-16.38811587;-72.19468821;1379.888;0.034806655;-0.056085929;-0.046728;0;0;0;0;0;0;0;0;0;62.33333333
